"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","YEAR","MONTH",
261.00,15624,"VPS","FL","SDF","KY",2020,1,
261.00,15016,"STL","MO","TBN","MO",2020,3,
261.00,15389,"TWF","ID","DEN","CO",2020,1,
261.00,11066,"CMH","OH","DEN","CO",2020,1,
261.00,12184,"HOM","AK","SOV","AK",2020,3,
261.00,13930,"ORD","IL","DEC","IL",2020,3,
261.00,11908,"GGW","MT","BIL","MT",2020,2,
262.00,12451,"JAX","FL","RDU","NC",2020,1,
262.00,14100,"PHL","PA","RDU","NC",2020,1,
262.00,11278,"DCA","VA","ORD","IL",2020,3,
262.00,12412,"IWD","MI","ORD","IL",2020,2,
262.00,13851,"OKC","OK","SAT","TX",2020,1,
262.00,14256,"PSG","AK","SEA","WA",2020,1,
262.00,13930,"ORD","IL","SAT","TX",2020,1,
262.00,11042,"CLE","OH","DAL","TX",2020,2,
262.00,14893,"SMF","CA","ABQ","NM",2020,2,
262.00,13367,"MLI","IL","ORD","IL",2020,3,
262.00,13121,"LWB","WV","ORD","IL",2020,3,
262.00,11441,"DUJ","PA","PIT","PA",2020,1,
262.00,12892,"LAX","CA","IND","IN",2020,2,
262.00,11697,"FLL","FL","TUL","OK",2020,2,
262.00,11292,"DEN","CO","CLT","NC",2020,2,
262.00,15096,"SYR","NY","CLT","NC",2020,3,
263.00,14492,"RDU","NC","PHL","PA",2020,1,
263.00,10821,"BWI","MD","MSP","MN",2020,1,
263.00,13487,"MSP","MN","PHL","PA",2020,1,
263.00,10599,"BHM","AL","ORD","IL",2020,1,
263.00,12266,"IAH","TX","RIC","VA",2020,2,
263.00,13495,"MSY","LA","ACT","TX",2020,1,
263.00,11298,"DFW","TX","MGM","AL",2020,1,
263.00,12892,"LAX","CA","OMA","NE",2020,1,
263.00,12892,"LAX","CA","BDL","CT",2020,1,
263.00,14877,"SLN","KS","ORD","IL",2020,2,
263.00,13983,"OWB","KY","STL","MO",2020,1,
263.00,15304,"TPA","FL","LAS","NV",2020,1,
264.00,15376,"TUS","AZ","ORD","IL",2020,1,
264.00,11111,"COU","MO","ORD","IL",2020,1,
264.00,12889,"LAS","NV","ABQ","NM",2020,1,
264.00,11973,"GPT","MS","PBI","FL",2020,1,
264.00,14027,"PBI","FL","GPT","MS",2020,1,
264.00,10551,"BET","AK","KWN","AK",2020,1,
264.00,10747,"BRO","TX","DFW","TX",2020,2,
264.00,10792,"BUF","NY","MSP","MN",2020,3,
264.00,14492,"RDU","NC","ORD","IL",2020,3,
264.00,10423,"AUS","TX","LGA","NY",2020,1,
264.00,11085,"CNM","NM","ABQ","NM",2020,1,
264.00,11762,"FRD","WA","ESD","WA",2020,1,
264.00,14582,"ROP","TT","GUM","TT",2020,1,
264.00,12889,"LAS","NV","ALB","NY",2020,2,
264.00,11057,"CLT","NC","DEN","CO",2020,2,
264.00,11057,"CLT","NC","SYR","NY",2020,3,
265.00,14635,"RSW","FL","CLE","OH",2020,1,
265.00,10849,"BZN","MT","LGB","CA",2020,1,
265.00,13198,"MCI","MO","DFW","TX",2020,3,
265.00,15024,"STT","VI","STX","VI",2020,2,
265.00,12953,"LGA","NY","STL","MO",2020,2,
265.00,13930,"ORD","IL","ATY","SD",2020,3,
265.00,12217,"HSV","AL","ORD","IL",2020,3,
265.00,11197,"CVN","NM","DFW","TX",2020,3,
265.00,15304,"TPA","FL","PBI","FL",2020,2,
265.00,15304,"TPA","FL","SAN","CA",2020,3,
266.00,12451,"JAX","FL","ORF","VA",2020,1,
266.00,10135,"ABE","PA","BNA","TN",2020,1,
266.00,14492,"RDU","NC","MSY","LA",2020,2,
266.00,10372,"ASE","CO","MSP","MN",2020,1,
266.00,13930,"ORD","IL","LWB","WV",2020,3,
266.00,14122,"PIT","PA","MGW","WV",2020,1,
266.00,12016,"GUM","TT","ROP","TT",2020,1,
266.00,14679,"SAN","CA","PDX","OR",2020,1,
266.00,10299,"ANC","AK","SNP","AK",2020,1,
266.00,11278,"DCA","VA","LAS","NV",2020,3,
266.00,14869,"SLC","UT","IAH","TX",2020,3,
267.00,13930,"ORD","IL","EYW","FL",2020,1,
267.00,11618,"EWR","NJ","MKE","WI",2020,1,
267.00,10693,"BNA","TN","SFB","FL",2020,1,
267.00,12892,"LAX","CA","EUG","OR",2020,1,
267.00,11337,"DLH","MN","MSP","MN",2020,3,
267.00,14635,"RSW","FL","ROC","NY",2020,1,
267.00,12819,"KTN","AK","WRG","AK",2020,2,
267.00,13930,"ORD","IL","BRL","IA",2020,2,
267.00,14689,"SBA","CA","SQL","CA",2020,2,
267.00,11540,"ELP","TX","IAH","TX",2020,1,
267.00,11697,"FLL","FL","SAN","CA",2020,2,
267.00,14100,"PHL","PA","MYR","SC",2020,1,
267.00,10693,"BNA","TN","BUF","NY",2020,3,
268.00,13930,"ORD","IL","CID","IA",2020,3,
268.00,11298,"DFW","TX","BOS","MA",2020,3,
268.00,13871,"OMA","NE","IAH","TX",2020,3,
268.00,14570,"RNO","NV","PHX","AZ",2020,3,
268.00,13930,"ORD","IL","SYR","NY",2020,1,
268.00,12451,"JAX","FL","DFW","TX",2020,1,
268.00,15096,"SYR","NY","ORD","IL",2020,1,
268.00,11298,"DFW","TX","MSN","WI",2020,1,
268.00,12892,"LAX","CA","LGB","CA",2020,2,
268.00,12266,"IAH","TX","CRP","TX",2020,1,
268.00,11588,"ESD","WA","BFI","WA",2020,2,
268.00,11433,"DTW","MI","SAT","TX",2020,2,
268.00,14027,"PBI","FL","TPA","FL",2020,1,
268.00,13796,"OAK","CA","TUS","AZ",2020,2,
268.00,12992,"LIT","AR","OAK","CA",2020,2,
268.00,10620,"BIL","MT","OLF","MT",2020,2,
268.00,11697,"FLL","FL","SDF","KY",2020,3,
268.00,11057,"CLT","NC","CLE","OH",2020,3,
269.00,11042,"CLE","OH","RSW","FL",2020,1,
269.00,10693,"BNA","TN","BOS","MA",2020,1,
269.00,10721,"BOS","MA","PIT","PA",2020,1,
269.00,12175,"HNS","AK","JNU","AK",2020,1,
269.00,11292,"DEN","CO","MSO","MT",2020,2,
269.00,12884,"LAN","MI","ORD","IL",2020,2,
269.00,12264,"IAD","VA","EWR","NJ",2020,2,
269.00,10272,"ALS","CO","DEN","CO",2020,3,
269.00,12187,"HOP","KY","WRI","NJ",2020,3,
270.00,10994,"CHS","SC","PIT","PA",2020,1,
270.00,12264,"IAD","VA","SAV","GA",2020,3,
270.00,13139,"LYH","VA","CLT","NC",2020,1,
270.00,13931,"ORF","VA","LGA","NY",2020,1,
270.00,12953,"LGA","NY","MSY","LA",2020,2,
270.00,10590,"IFP","AZ","STC","MN",2020,2,
270.00,14696,"SBN","IN","ATL","GA",2020,3,
270.00,10754,"BRW","AK","FAI","AK",2020,3,
270.00,11126,"CPX","PR","JRV","PR",2020,3,
270.00,14081,"PGA","AZ","PGA","AZ",2020,1,
270.00,10721,"BOS","MA","MVY","MA",2020,3,
270.00,11292,"DEN","CO","ALS","CO",2020,3,
270.00,13487,"MSP","MN","STL","MO",2020,1,
270.00,13282,"MGW","WV","BWI","MD",2020,2,
270.00,11481,"ECP","FL","BWI","MD",2020,3,
271.00,12264,"IAD","VA","ORD","IL",2020,1,
271.00,11193,"CVG","KY","ORD","IL",2020,1,
271.00,11618,"EWR","NJ","VPS","FL",2020,1,
271.00,15624,"VPS","FL","SGF","MO",2020,1,
271.00,14689,"SBA","CA","SQL","CA",2020,1,
271.00,12853,"KWN","AK","BET","AK",2020,1,
271.00,11433,"DTW","MI","PHL","PA",2020,3,
271.00,14685,"SAV","GA","IAD","VA",2020,3,
271.00,11278,"DCA","VA","ORD","IL",2020,1,
271.00,10423,"AUS","TX","SEA","WA",2020,1,
271.00,12266,"IAH","TX","IND","IN",2020,1,
271.00,10721,"BOS","MA","LGA","NY",2020,3,
271.00,10397,"ATL","GA","ORD","IL",2020,1,
272.00,12953,"LGA","NY","BHM","AL",2020,1,
272.00,14107,"PHX","AZ","OAK","CA",2020,2,
272.00,11298,"DFW","TX","DTW","MI",2020,1,
272.00,10397,"ATL","GA","ORD","IL",2020,2,
272.00,13930,"ORD","IL","PNS","FL",2020,3,
272.00,14943,"SOW","AZ","PHX","AZ",2020,2,
272.00,12884,"LAN","MI","ORD","IL",2020,3,
272.00,14570,"RNO","NV","IAH","TX",2020,2,
272.00,11278,"DCA","VA","PHL","PA",2020,2,
272.00,12953,"LGA","NY","AVL","NC",2020,2,
272.00,15096,"SYR","NY","LGA","NY",2020,3,
273.00,12451,"JAX","FL","EWR","NJ",2020,1,
273.00,13851,"OKC","OK","IAH","TX",2020,1,
273.00,10599,"BHM","AL","DTW","MI",2020,1,
273.00,14761,"SFB","FL","GPT","MS",2020,1,
273.00,10693,"BNA","TN","RIC","VA",2020,1,
273.00,11057,"CLT","NC","STX","VI",2020,3,
273.00,10925,"CDR","NE","DEN","CO",2020,2,
273.00,13487,"MSP","MN","MYR","SC",2020,3,
273.00,14108,"PIA","IL","ORD","IL",2020,3,
273.00,11996,"GSP","SC","DCA","VA",2020,1,
273.00,11057,"CLT","NC","JFK","NY",2020,2,
274.00,13930,"ORD","IL","CMH","OH",2020,1,
274.00,12339,"IND","IN","ORD","IL",2020,1,
274.00,14679,"SAN","CA","DCA","VA",2020,2,
274.00,12441,"JAC","WY","LGA","NY",2020,2,
274.00,14027,"PBI","FL","IAD","VA",2020,2,
274.00,10257,"ALB","NY","PBI","FL",2020,1,
274.00,10299,"ANC","AK","ADK","AK",2020,1,
274.00,11433,"DTW","MI","CHS","SC",2020,1,
274.00,11630,"FAI","AK","GAL","AK",2020,1,
274.00,11697,"FLL","FL","MCI","MO",2020,1,
274.00,10431,"AVL","NC","PHL","PA",2020,1,
274.00,14057,"PDX","OR","DAL","TX",2020,3,
275.00,11986,"GRR","MI","DEN","CO",2020,1,
275.00,10849,"BZN","MT","SEA","WA",2020,1,
275.00,14100,"PHL","PA","JAX","FL",2020,2,
275.00,12953,"LGA","NY","SDF","KY",2020,3,
275.00,12323,"ILM","NC","LGA","NY",2020,3,
275.00,12173,"HNL","HI","LAS","NV",2020,3,
275.00,14942,"SOV","AK","HOM","AK",2020,2,
275.00,12553,"JRV","PR","CPX","PR",2020,3,
275.00,13930,"ORD","IL","PNS","FL",2020,3,
275.00,15370,"TUL","OK","ORD","IL",2020,3,
275.00,13198,"MCI","MO","IAH","TX",2020,3,
275.00,11140,"CRP","TX","IAH","TX",2020,1,
275.00,11481,"ECP","FL","ORD","IL",2020,3,
275.00,12889,"LAS","NV","AUS","TX",2020,1,
275.00,14831,"SJC","CA","MCO","FL",2020,2,
275.00,10414,"AUG","ME","BOS","MA",2020,2,
275.00,11292,"DEN","CO","RDU","NC",2020,3,
276.00,11292,"DEN","CO","STL","MO",2020,1,
276.00,12523,"JNU","AK","HNS","AK",2020,1,
276.00,11503,"EGE","CO","PHL","PA",2020,3,
276.00,12953,"LGA","NY","CMH","OH",2020,3,
276.00,13495,"MSY","LA","OAK","CA",2020,3,
276.00,12191,"HOU","TX","ONT","CA",2020,1,
276.00,10744,"BRL","IA","ORD","IL",2020,2,
276.00,11618,"EWR","NJ","MSP","MN",2020,3,
276.00,14747,"SEA","WA","JAC","WY",2020,1,
277.00,13930,"ORD","IL","CAK","OH",2020,1,
277.00,15342,"TSM","NM","DAL","TX",2020,1,
277.00,11278,"DCA","VA","PBI","FL",2020,2,
277.00,10599,"BHM","AL","ORD","IL",2020,2,
277.00,13796,"OAK","CA","KOA","HI",2020,1,
277.00,10800,"BUR","CA","DEN","CO",2020,3,
277.00,14828,"SIT","AK","KTN","AK",2020,1,
277.00,11292,"DEN","CO","CEZ","CO",2020,3,
277.00,14027,"PBI","FL","TPA","FL",2020,2,
278.00,12441,"JAC","WY","SEA","WA",2020,2,
278.00,11577,"ERI","PA","ORD","IL",2020,3,
278.00,12266,"IAH","TX","ELP","TX",2020,1,
278.00,11126,"CPX","PR","SJU","PR",2020,3,
278.00,12441,"JAC","WY","JFK","NY",2020,1,
279.00,11433,"DTW","MI","CLT","NC",2020,1,
279.00,11618,"EWR","NJ","BTV","VT",2020,1,
279.00,14107,"PHX","AZ","LGB","CA",2020,1,
279.00,12451,"JAX","FL","PHL","PA",2020,2,
279.00,15342,"TSM","NM","AUS","TX",2020,2,
279.00,11126,"CPX","PR","JRV","PR",2020,1,
279.00,13256,"MFE","TX","DFW","TX",2020,1,
279.00,14648,"RUT","VT","BOS","MA",2020,3,
279.00,13485,"MSN","WI","DEN","CO",2020,3,
279.00,12953,"LGA","NY","CLT","NC",2020,1,
279.00,12892,"LAX","CA","BZN","MT",2020,1,
280.00,14576,"ROC","NY","ORD","IL",2020,1,
280.00,11042,"CLE","OH","PIE","FL",2020,1,
280.00,12191,"HOU","TX","SMF","CA",2020,1,
280.00,11618,"EWR","NJ","SAV","GA",2020,3,
280.00,14107,"PHX","AZ","PGA","AZ",2020,3,
280.00,13502,"MTJ","CO","SLC","UT",2020,1,
280.00,13495,"MSY","LA","IND","IN",2020,2,
280.00,10423,"AUS","TX","PVD","RI",2020,2,
280.00,11193,"CVG","KY","TPA","FL",2020,3,
280.00,15370,"TUL","OK","IAH","TX",2020,3,
281.00,14574,"ROA","VA","ORD","IL",2020,1,
281.00,11637,"FAR","ND","DAL","TX",2020,1,
281.00,13796,"OAK","CA","PHX","AZ",2020,2,
281.00,11433,"DTW","MI","ORD","IL",2020,3,
281.00,11298,"DFW","TX","EYW","FL",2020,1,
281.00,13495,"MSY","LA","RIC","VA",2020,1,
281.00,10754,"BRW","AK","FAI","AK",2020,2,
281.00,13486,"MSO","MT","DEN","CO",2020,2,
281.00,15016,"STL","MO","IAD","VA",2020,1,
281.00,11503,"EGE","CO","LAX","CA",2020,1,
281.00,10620,"BIL","MT","GGW","MT",2020,1,
281.00,12451,"JAX","FL","TYS","TN",2020,1,
281.00,12889,"LAS","NV","PVD","RI",2020,2,
281.00,10140,"ABQ","NM","BUR","CA",2020,2,
281.00,10431,"AVL","NC","LGA","NY",2020,2,
282.00,12779,"KPN","AK","BET","AK",2020,1,
282.00,11298,"DFW","TX","LAW","OK",2020,3,
282.00,14635,"RSW","FL","ALB","NY",2020,1,
282.00,13487,"MSP","MN","RIC","VA",2020,2,
282.00,12523,"JNU","AK","WRG","AK",2020,2,
282.00,12889,"LAS","NV","SBA","CA",2020,3,
282.00,14193,"PNS","FL","MDW","IL",2020,1,
282.00,14747,"SEA","WA","BNA","TN",2020,2,
282.00,13495,"MSY","LA","RIC","VA",2020,2,
283.00,11292,"DEN","CO","GRR","MI",2020,1,
283.00,11193,"CVG","KY","EWR","NJ",2020,1,
283.00,12892,"LAX","CA","MTJ","CO",2020,1,
283.00,12992,"LIT","AR","SFB","FL",2020,1,
283.00,12455,"JBR","AR","STL","MO",2020,1,
283.00,11193,"CVG","KY","PHL","PA",2020,3,
283.00,13930,"ORD","IL","MLI","IL",2020,3,
283.00,11298,"DFW","TX","IAH","TX",2020,3,
283.00,11423,"DSM","IA","DFW","TX",2020,1,
283.00,11292,"DEN","CO","PBI","FL",2020,2,
283.00,11288,"DEC","IL","ORD","IL",2020,3,
283.00,11844,"GAL","AK","FAI","AK",2020,1,
284.00,11066,"CMH","OH","IAD","VA",2020,1,
284.00,13871,"OMA","NE","LGA","NY",2020,1,
284.00,13158,"MAF","TX","IAH","TX",2020,1,
284.00,11259,"DAL","TX","GUC","CO",2020,1,
284.00,10590,"IFP","AZ","OMA","NE",2020,1,
284.00,12451,"JAX","FL","MSP","MN",2020,3,
284.00,11042,"CLE","OH","FLL","FL",2020,1,
284.00,13871,"OMA","NE","LAX","CA",2020,1,
284.00,10654,"BKW","WV","CLT","NC",2020,3,
284.00,13930,"ORD","IL","DEN","CO",2020,1,
284.00,11550,"EMK","AK","BET","AK",2020,2,
284.00,11869,"GCN","AZ","GCN","AZ",2020,3,
284.00,10874,"CAK","OH","CLT","NC",2020,1,
284.00,13851,"OKC","OK","MCO","FL",2020,2,
284.00,11481,"ECP","FL","MCI","MO",2020,3,
284.00,13198,"MCI","MO","PDX","OR",2020,3,
284.00,11292,"DEN","CO","SLC","UT",2020,3,
284.00,11278,"DCA","VA","VPS","FL",2020,3,
285.00,13871,"OMA","NE","IFP","AZ",2020,1,
285.00,13930,"ORD","IL","LEX","KY",2020,3,
285.00,14027,"PBI","FL","DEN","CO",2020,3,
285.00,11292,"DEN","CO","CMH","OH",2020,1,
285.00,13002,"LKE","WA","LKE","WA",2020,2,
285.00,10409,"ATY","SD","ORD","IL",2020,3,
285.00,11298,"DFW","TX","CVN","NM",2020,3,
285.00,12339,"IND","IN","LAX","CA",2020,2,
285.00,10693,"BNA","TN","SEA","WA",2020,2,
285.00,14908,"SNA","CA","DAL","TX",2020,2,
285.00,13032,"LNS","PA","PIT","PA",2020,2,
285.00,11057,"CLT","NC","LUK","OH",2020,2,
285.00,14100,"PHL","PA","DTW","MI",2020,3,
286.00,11433,"DTW","MI","PIT","PA",2020,1,
286.00,13930,"ORD","IL","BNA","TN",2020,1,
286.00,12892,"LAX","CA","DAL","TX",2020,1,
286.00,15624,"VPS","FL","OKC","OK",2020,1,
286.00,11066,"CMH","OH","SLC","UT",2020,3,
286.00,14635,"RSW","FL","DEN","CO",2020,1,
286.00,12339,"IND","IN","AUS","TX",2020,1,
286.00,15016,"STL","MO","FOD","IA",2020,2,
286.00,11259,"DAL","TX","TSM","NM",2020,2,
286.00,11618,"EWR","NJ","MSN","WI",2020,3,
286.00,11618,"EWR","NJ","CLE","OH",2020,2,
287.00,14100,"PHL","PA","MYR","SC",2020,1,
287.00,11292,"DEN","CO","LAS","NV",2020,1,
287.00,10721,"BOS","MA","BNA","TN",2020,1,
287.00,15624,"VPS","FL","EWR","NJ",2020,1,
287.00,13871,"OMA","NE","DFW","TX",2020,3,
287.00,12889,"LAS","NV","ALB","NY",2020,1,
287.00,13796,"OAK","CA","IND","IN",2020,1,
287.00,14683,"SAT","TX","ENV","UT",2020,2,
287.00,14193,"PNS","FL","ORD","IL",2020,3,
287.00,13342,"MKE","WI","EWR","NJ",2020,3,
287.00,11986,"GRR","MI","TPA","FL",2020,1,
287.00,12266,"IAH","TX","RIC","VA",2020,1,
287.00,11292,"DEN","CO","DDC","KS",2020,3,
287.00,10917,"CDB","AK","ANC","AK",2020,1,
288.00,13930,"ORD","IL","ERI","PA",2020,1,
288.00,11003,"CID","IA","ORD","IL",2020,3,
288.00,12094,"HDN","CO","ORD","IL",2020,3,
288.00,12819,"KTN","AK","SIT","AK",2020,3,
288.00,11618,"EWR","NJ","DFW","TX",2020,1,
288.00,13105,"LUK","OH","CLT","NC",2020,2,
288.00,11057,"CLT","NC","JFK","NY",2020,3,
289.00,13851,"OKC","OK","EWR","NJ",2020,1,
289.00,10785,"BTV","VT","ATL","GA",2020,3,
289.00,13495,"MSY","LA","LGA","NY",2020,2,
289.00,15342,"TSM","NM","DAL","TX",2020,2,
289.00,10792,"BUF","NY","DEN","CO",2020,1,
289.00,11433,"DTW","MI","LIT","AR",2020,3,
289.00,14943,"SOW","AZ","PHX","AZ",2020,3,
289.00,12207,"HRO","AR","DFW","TX",2020,1,
289.00,11066,"CMH","OH","SLC","UT",2020,1,
289.00,10721,"BOS","MA","PVC","MA",2020,2,
289.00,12191,"HOU","TX","PHL","PA",2020,3,
290.00,12451,"JAX","FL","EWR","NJ",2020,1,
290.00,13244,"MEM","TN","MHK","KS",2020,1,
290.00,12264,"IAD","VA","LGA","NY",2020,2,
290.00,11618,"EWR","NJ","RIC","VA",2020,3,
290.00,15376,"TUS","AZ","OAK","CA",2020,1,
290.00,12266,"IAH","TX","LIT","AR",2020,1,
290.00,11298,"DFW","TX","MEM","TN",2020,1,
290.00,10551,"BET","AK","EMK","AK",2020,3,
290.00,14831,"SJC","CA","SEA","WA",2020,3,
290.00,12932,"LEB","NH","HPN","NY",2020,1,
290.00,11278,"DCA","VA","PHL","PA",2020,1,
291.00,11540,"ELP","TX","ORD","IL",2020,1,
291.00,11292,"DEN","CO","DAY","OH",2020,1,
291.00,13930,"ORD","IL","HDN","CO",2020,1,
291.00,13495,"MSY","LA","SDF","KY",2020,1,
291.00,11697,"FLL","FL","SAN","CA",2020,3,
291.00,10800,"BUR","CA","LAS","NV",2020,2,
291.00,13930,"ORD","IL","GSP","SC",2020,2,
291.00,12553,"JRV","PR","CPX","PR",2020,1,
291.00,12266,"IAH","TX","STT","VI",2020,3,
291.00,14747,"SEA","WA","PSG","AK",2020,1,
291.00,11298,"DFW","TX","ORD","IL",2020,1,
291.00,14683,"SAT","TX","DCA","VA",2020,3,
292.00,13930,"ORD","IL","ELP","TX",2020,1,
292.00,11624,"EYW","FL","ORD","IL",2020,1,
292.00,12264,"IAD","VA","MCI","MO",2020,1,
292.00,13931,"ORF","VA","ORD","IL",2020,1,
292.00,11697,"FLL","FL","CLE","OH",2020,1,
292.00,11298,"DFW","TX","ACT","TX",2020,2,
292.00,11298,"DFW","TX","XNA","AR",2020,2,
292.00,14057,"PDX","OR","SEA","WA",2020,3,
292.00,14081,"PGA","AZ","PHX","AZ",2020,3,
292.00,11003,"CID","IA","DEN","CO",2020,1,
292.00,14831,"SJC","CA","TUS","AZ",2020,1,
292.00,14054,"PDT","OR","PDX","OR",2020,3,
292.00,11433,"DTW","MI","MCO","FL",2020,3,
292.00,11278,"DCA","VA","RSW","FL",2020,3,
293.00,10713,"BOI","ID","RNO","NV",2020,1,
293.00,14761,"SFB","FL","BNA","TN",2020,1,
293.00,14635,"RSW","FL","GPT","MS",2020,1,
293.00,13930,"ORD","IL","ICT","KS",2020,2,
293.00,12902,"LBL","KS","DEN","CO",2020,3,
293.00,11996,"GSP","SC","PHL","PA",2020,1,
293.00,14570,"RNO","NV","AUS","TX",2020,2,
294.00,10785,"BTV","VT","ORD","IL",2020,1,
294.00,14747,"SEA","WA","STS","CA",2020,1,
294.00,14685,"SAV","GA","LCK","OH",2020,1,
294.00,11503,"EGE","CO","LGA","NY",2020,2,
294.00,11973,"GPT","MS","RSW","FL",2020,2,
294.00,13930,"ORD","IL","MTJ","CO",2020,1,
294.00,15023,"STS","CA","DFW","TX",2020,1,
294.00,13277,"MGM","AL","DFW","TX",2020,1,
294.00,11267,"DAY","OH","IAH","TX",2020,3,
294.00,11292,"DEN","CO","BUF","NY",2020,1,
294.00,14027,"PBI","FL","DEN","CO",2020,2,
294.00,13198,"MCI","MO","MIA","FL",2020,1,
294.00,14122,"PIT","PA","LNS","PA",2020,2,
295.00,12012,"GUC","CO","DAL","TX",2020,1,
295.00,10693,"BNA","TN","DFW","TX",2020,2,
295.00,11540,"ELP","TX","SJC","CA",2020,1,
295.00,11298,"DFW","TX","SGF","MO",2020,2,
295.00,12953,"LGA","NY","IAD","VA",2020,2,
295.00,11563,"ENV","UT","MKE","WI",2020,2,
295.00,13342,"MKE","WI","ENV","UT",2020,2,
295.00,12478,"JFK","NY","CHS","SC",2020,3,
295.00,12264,"IAD","VA","TYS","TN",2020,1,
295.00,12264,"IAD","VA","SYR","NY",2020,1,
295.00,11042,"CLE","OH","DTW","MI",2020,1,
295.00,12953,"LGA","NY","CLT","NC",2020,2,
295.00,14570,"RNO","NV","STL","MO",2020,2,
295.00,14747,"SEA","WA","DAL","TX",2020,2,
295.00,14730,"SDF","KY","FLL","FL",2020,3,
296.00,11057,"CLT","NC","LUK","OH",2020,1,
296.00,10821,"BWI","MD","MSY","LA",2020,1,
296.00,15016,"STL","MO","JBR","AR",2020,1,
296.00,13502,"MTJ","CO","LGA","NY",2020,2,
296.00,12264,"IAD","VA","BUF","NY",2020,2,
296.00,12266,"IAH","TX","SAT","TX",2020,3,
296.00,12175,"HNS","AK","JNU","AK",2020,3,
296.00,15096,"SYR","NY","IAD","VA",2020,3,
296.00,14027,"PBI","FL","IAH","TX",2020,1,
296.00,13930,"ORD","IL","LAN","MI",2020,1,
296.00,11267,"DAY","OH","DFW","TX",2020,1,
296.00,14869,"SLC","UT","LAS","NV",2020,1,
296.00,14683,"SAT","TX","RDU","NC",2020,2,
296.00,11908,"GGW","MT","BIL","MT",2020,1,
296.00,12207,"HRO","AR","DFW","TX",2020,2,
296.00,10721,"BOS","MA","RKD","ME",2020,2,
296.00,14321,"PWM","ME","ORD","IL",2020,3,
297.00,11278,"DCA","VA","CMH","OH",2020,3,
297.00,13930,"ORD","IL","OMA","NE",2020,3,
297.00,13930,"ORD","IL","ATY","SD",2020,2,
297.00,14877,"SLN","KS","ORD","IL",2020,1,
297.00,11283,"DDC","KS","DEN","CO",2020,3,
297.00,11298,"DFW","TX","BOS","MA",2020,1,
297.00,10721,"BOS","MA","BHB","ME",2020,2,
297.00,13198,"MCI","MO","SMF","CA",2020,3,
297.00,11278,"DCA","VA","ABQ","NM",2020,3,
298.00,11042,"CLE","OH","IAD","VA",2020,3,
298.00,12892,"LAX","CA","RNO","NV",2020,1,
298.00,14698,"SBP","CA","LAS","NV",2020,2,
298.00,13184,"MBS","MI","DTW","MI",2020,3,
298.00,14122,"PIT","PA","LNS","PA",2020,1,
298.00,11193,"CVG","KY","PHX","AZ",2020,3,
298.00,12266,"IAH","TX","HSV","AL",2020,3,
299.00,13105,"LUK","OH","CLT","NC",2020,1,
299.00,11648,"FCA","MT","DEN","CO",2020,1,
299.00,12478,"JFK","NY","CLT","NC",2020,2,
299.00,11057,"CLT","NC","BKW","WV",2020,3,
299.00,14814,"SHV","LA","ATL","GA",2020,1,
299.00,14783,"SGF","MO","DEN","CO",2020,3,
299.00,13930,"ORD","IL","UIN","IL",2020,1,
299.00,10721,"BOS","MA","SLK","NY",2020,1,
299.00,15016,"STL","MO","UIN","IL",2020,2,
299.00,11288,"DEC","IL","ORD","IL",2020,2,
300.00,11540,"ELP","TX","DEN","CO",2020,1,
300.00,14761,"SFB","FL","RIC","VA",2020,1,
300.00,13930,"ORD","IL","TVC","MI",2020,2,
300.00,11298,"DFW","TX","MFE","TX",2020,1,
300.00,15919,"XNA","AR","IAH","TX",2020,3,
300.00,14539,"RKD","ME","BOS","MA",2020,1,
301.00,11973,"GPT","MS","DAB","FL",2020,1,
301.00,13495,"MSY","LA","BWI","MD",2020,1,
301.00,11193,"CVG","KY","JFK","NY",2020,3,
301.00,11433,"DTW","MI","SRQ","FL",2020,3,
301.00,12478,"JFK","NY","PHL","PA",2020,1,
301.00,14771,"SFO","CA","HDN","CO",2020,2,
301.00,11292,"DEN","CO","HDN","CO",2020,1,
301.00,14492,"RDU","NC","FLL","FL",2020,1,
301.00,14107,"PHX","AZ","BOS","MA",2020,2,
302.00,15412,"TYS","TN","IAD","VA",2020,2,
302.00,13930,"ORD","IL","ROA","VA",2020,2,
302.00,11588,"ESD","WA","BFI","WA",2020,1,
302.00,13495,"MSY","LA","OAK","CA",2020,2,
302.00,14875,"SLK","NY","BOS","MA",2020,1,
303.00,11109,"COS","CO","DEN","CO",2020,1,
303.00,11150,"CSG","GA","ATL","GA",2020,1,
303.00,10397,"ATL","GA","ILM","NC",2020,1,
303.00,14107,"PHX","AZ","PGA","AZ",2020,1,
303.00,14100,"PHL","PA","CVG","KY",2020,3,
303.00,14107,"PHX","AZ","SOW","AZ",2020,1,
303.00,12266,"IAH","TX","GJT","CO",2020,1,
303.00,10661,"BLD","NV","1G4","AZ",2020,3,
303.00,14986,"SRQ","FL","MSP","MN",2020,1,
303.00,13862,"OLF","MT","BIL","MT",2020,2,
303.00,12953,"LGA","NY","DAB","FL",2020,2,
304.00,11433,"DTW","MI","BHM","AL",2020,1,
304.00,12953,"LGA","NY","FLL","FL",2020,2,
304.00,12094,"HDN","CO","MSP","MN",2020,3,
304.00,12266,"IAH","TX","LCH","LA",2020,3,
304.00,12339,"IND","IN","OAK","CA",2020,1,
