"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","YEAR","MONTH",
0.00,14635,"RSW","FL","MIA","FL",2020,1,
0.00,14635,"RSW","FL","SRQ","FL",2020,1,
0.00,14685,"SAV","GA","HHH","SC",2020,1,
0.00,15016,"STL","MO","CID","IA",2020,1,
0.00,13029,"LNK","NE","ORD","IL",2020,1,
0.00,13029,"LNK","NE","EWR","NJ",2020,1,
0.00,11066,"CMH","OH","DFW","TX",2020,1,
0.00,11618,"EWR","NJ","LNK","NE",2020,1,
0.00,11618,"EWR","NJ","IAH","TX",2020,1,
0.00,11618,"EWR","NJ","TUL","OK",2020,1,
0.00,13871,"OMA","NE","LNK","NE",2020,1,
0.00,13244,"MEM","TN","MSY","LA",2020,1,
0.00,11624,"EYW","FL","PBI","FL",2020,1,
0.00,10821,"BWI","MD","PHL","PA",2020,1,
0.00,10821,"BWI","MD","LGA","NY",2020,1,
0.00,10821,"BWI","MD","DCA","VA",2020,1,
0.00,11003,"CID","IA","EWR","NJ",2020,1,
0.00,11057,"CLT","NC","MIA","FL",2020,1,
0.00,11057,"CLT","NC","SAV","GA",2020,1,
0.00,12339,"IND","IN","MSP","MN",2020,1,
0.00,12339,"IND","IN","MCI","MO",2020,1,
0.00,14122,"PIT","PA","CMH","OH",2020,1,
0.00,14122,"PIT","PA","MSY","LA",2020,1,
0.00,10693,"BNA","TN","SAT","TX",2020,1,
0.00,12953,"LGA","NY","BDL","CT",2020,1,
0.00,15370,"TUL","OK","DFW","TX",2020,1,
0.00,14730,"SDF","KY","SAT","TX",2020,1,
0.00,14730,"SDF","KY","RSW","FL",2020,1,
0.00,10257,"ALB","NY","PHL","PA",2020,1,
0.00,10785,"BTV","VT","ALB","NY",2020,1,
0.00,10994,"CHS","SC","BWI","MD",2020,1,
0.00,10994,"CHS","SC","PBI","FL",2020,1,
0.00,11278,"DCA","VA","IAD","VA",2020,1,
0.00,11278,"DCA","VA","DFW","TX",2020,1,
0.00,11278,"DCA","VA","SHV","LA",2020,1,
0.00,14027,"PBI","FL","MIA","FL",2020,1,
0.00,10721,"BOS","MA","HVN","CT",2020,1,
0.00,12173,"HNL","HI","GUM","TT",2020,1,
0.00,12016,"GUM","TT","ANC","AK",2020,1,
0.00,11042,"CLE","OH","PHL","PA",2020,1,
0.00,11042,"CLE","OH","SDF","KY",2020,1,
0.00,14635,"RSW","FL","SDF","KY",2020,1,
0.00,14635,"RSW","FL","HSV","AL",2020,1,
0.00,14635,"RSW","FL","PBI","FL",2020,1,
0.00,11433,"DTW","MI","RFD","IL",2020,1,
0.00,11433,"DTW","MI","PHL","PA",2020,1,
0.00,11433,"DTW","MI","SDF","KY",2020,1,
0.00,10792,"BUF","NY","SYR","NY",2020,1,
0.00,10792,"BUF","NY","PHL","PA",2020,1,
0.00,10792,"BUF","NY","SDF","KY",2020,1,
0.00,13303,"MIA","FL","TPA","FL",2020,1,
0.00,13303,"MIA","FL","PHL","PA",2020,1,
0.00,13303,"MIA","FL","DFW","TX",2020,1,
0.00,13303,"MIA","FL","FLL","FL",2020,1,
0.00,13303,"MIA","FL","SDF","KY",2020,1,
0.00,13303,"MIA","FL","PBI","FL",2020,1,
0.00,13930,"ORD","IL","PHL","PA",2020,1,
0.00,13930,"ORD","IL","DFW","TX",2020,1,
0.00,13930,"ORD","IL","SDF","KY",2020,1,
0.00,15016,"STL","MO","RFD","IL",2020,1,
0.00,15016,"STL","MO","ICT","KS",2020,1,
0.00,15016,"STL","MO","SDF","KY",2020,1,
0.00,10713,"BOI","ID","STL","MO",2020,1,
0.00,10713,"BOI","ID","SLC","UT",2020,1,
0.00,10713,"BOI","ID","SDF","KY",2020,1,
0.00,14683,"SAT","TX","MFE","TX",2020,1,
0.00,14683,"SAT","TX","LRD","TX",2020,1,
0.00,14683,"SAT","TX","DFW","TX",2020,1,
0.00,14683,"SAT","TX","SDF","KY",2020,1,
0.00,11638,"FAT","CA","SDF","KY",2020,1,
0.00,12266,"IAH","TX","SAT","TX",2020,1,
0.00,12266,"IAH","TX","DFW","TX",2020,1,
0.00,12266,"IAH","TX","SDF","KY",2020,1,
0.00,12448,"JAN","MS","SDF","KY",2020,1,
0.00,12448,"JAN","MS","LFT","LA",2020,1,
0.00,13256,"MFE","TX","SDF","KY",2020,1,
0.00,13256,"MFE","TX","LIT","AR",2020,1,
0.00,11618,"EWR","NJ","ONT","CA",2020,1,
0.00,11618,"EWR","NJ","RFD","IL",2020,1,
0.00,11618,"EWR","NJ","PHL","PA",2020,1,
0.00,11618,"EWR","NJ","DFW","TX",2020,1,
0.00,11618,"EWR","NJ","LAX","CA",2020,1,
0.00,11618,"EWR","NJ","SDF","KY",2020,1,
0.00,13891,"ONT","CA","IAH","TX",2020,1,
0.00,13891,"ONT","CA","EWR","NJ",2020,1,
0.00,13891,"ONT","CA","DEN","CO",2020,1,
0.00,13891,"ONT","CA","SLC","UT",2020,1,
0.00,13891,"ONT","CA","OAK","CA",2020,1,
0.00,13891,"ONT","CA","BFI","WA",2020,1,
0.00,13891,"ONT","CA","GEG","WA",2020,1,
0.00,13891,"ONT","CA","RNO","NV",2020,1,
0.00,13891,"ONT","CA","PDX","OR",2020,1,
0.00,13891,"ONT","CA","ABQ","NM",2020,1,
0.00,13891,"ONT","CA","BIL","MT",2020,1,
0.00,13891,"ONT","CA","RFD","IL",2020,1,
0.00,13891,"ONT","CA","HNL","HI",2020,1,
0.00,13891,"ONT","CA","OGG","HI",2020,1,
0.00,13891,"ONT","CA","RDU","NC",2020,1,
0.00,13891,"ONT","CA","PHL","PA",2020,1,
0.00,13891,"ONT","CA","DFW","TX",2020,1,
0.00,13891,"ONT","CA","BDL","CT",2020,1,
0.00,13891,"ONT","CA","PHX","AZ",2020,1,
0.00,13891,"ONT","CA","ANC","AK",2020,1,
0.00,13891,"ONT","CA","LCK","OH",2020,1,
0.00,13891,"ONT","CA","MHR","CA",2020,1,
0.00,13891,"ONT","CA","CAE","SC",2020,1,
0.00,13891,"ONT","CA","SDF","KY",2020,1,
0.00,13891,"ONT","CA","MCO","FL",2020,1,
0.00,14108,"PIA","IL","RFD","IL",2020,1,
0.00,14108,"PIA","IL","SDF","KY",2020,1,
0.00,11540,"ELP","TX","ONT","CA",2020,1,
0.00,11540,"ELP","TX","ABQ","NM",2020,1,
0.00,11540,"ELP","TX","SDF","KY",2020,1,
0.00,11995,"GSO","NC","ROA","VA",2020,1,
0.00,11995,"GSO","NC","SDF","KY",2020,1,
0.00,15412,"TYS","TN","SDF","KY",2020,1,
0.00,13871,"OMA","NE","RNO","NV",2020,1,
0.00,13871,"OMA","NE","SDF","KY",2020,1,
0.00,13061,"LRD","TX","SAT","TX",2020,1,
0.00,13061,"LRD","TX","MFE","TX",2020,1,
0.00,13061,"LRD","TX","DFW","TX",2020,1,
0.00,13061,"LRD","TX","SDF","KY",2020,1,
0.00,13061,"LRD","TX","LIT","AR",2020,1,
0.00,13244,"MEM","TN","RFD","IL",2020,1,
0.00,13244,"MEM","TN","DFW","TX",2020,1,
0.00,13244,"MEM","TN","SDF","KY",2020,1,
0.00,15304,"TPA","FL","PHL","PA",2020,1,
0.00,15304,"TPA","FL","DFW","TX",2020,1,
0.00,15304,"TPA","FL","SDF","KY",2020,1,
0.00,15304,"TPA","FL","PNS","FL",2020,1,
0.00,15304,"TPA","FL","MCO","FL",2020,1,
0.00,11292,"DEN","CO","SAT","TX",2020,1,
0.00,11292,"DEN","CO","ONT","CA",2020,1,
0.00,11292,"DEN","CO","SLC","UT",2020,1,
0.00,11292,"DEN","CO","RNO","NV",2020,1,
0.00,11292,"DEN","CO","DFW","TX",2020,1,
0.00,11292,"DEN","CO","PHX","AZ",2020,1,
0.00,11292,"DEN","CO","BUR","CA",2020,1,
0.00,11292,"DEN","CO","SBD","CA",2020,1,
0.00,11292,"DEN","CO","SDF","KY",2020,1,
0.00,14869,"SLC","UT","BOI","ID",2020,1,
0.00,14869,"SLC","UT","ONT","CA",2020,1,
0.00,14869,"SLC","UT","DEN","CO",2020,1,
0.00,14869,"SLC","UT","OAK","CA",2020,1,
0.00,14869,"SLC","UT","RFD","IL",2020,1,
0.00,14869,"SLC","UT","PHL","PA",2020,1,
0.00,14869,"SLC","UT","PHX","AZ",2020,1,
0.00,14869,"SLC","UT","SDF","KY",2020,1,
0.00,12889,"LAS","NV","SDF","KY",2020,1,
0.00,13796,"OAK","CA","ONT","CA",2020,1,
0.00,13796,"OAK","CA","RNO","NV",2020,1,
0.00,13796,"OAK","CA","RFD","IL",2020,1,
0.00,13796,"OAK","CA","PHL","PA",2020,1,
0.00,13796,"OAK","CA","DFW","TX",2020,1,
0.00,13796,"OAK","CA","MHR","CA",2020,1,
0.00,13796,"OAK","CA","CAE","SC",2020,1,
0.00,13796,"OAK","CA","SDF","KY",2020,1,
0.00,14679,"SAN","CA","SDF","KY",2020,1,
0.00,13230,"MDT","PA","RFD","IL",2020,1,
0.00,13230,"MDT","PA","SDF","KY",2020,1,
0.00,13230,"MDT","PA","JFK","NY",2020,1,
0.00,10559,"BFI","WA","ONT","CA",2020,1,
0.00,10559,"BFI","WA","GEG","WA",2020,1,
0.00,10559,"BFI","WA","PDX","OR",2020,1,
0.00,10559,"BFI","WA","RFD","IL",2020,1,
0.00,10559,"BFI","WA","SDF","KY",2020,1,
0.00,12451,"JAX","FL","MIA","FL",2020,1,
0.00,12451,"JAX","FL","PHL","PA",2020,1,
0.00,12451,"JAX","FL","SJU","PR",2020,1,
0.00,12451,"JAX","FL","ABY","GA",2020,1,
0.00,12451,"JAX","FL","LCK","OH",2020,1,
0.00,12451,"JAX","FL","SDF","KY",2020,1,
0.00,12451,"JAX","FL","RSW","FL",2020,1,
0.00,10821,"BWI","MD","SDF","KY",2020,1,
0.00,11996,"GSP","SC","SDF","KY",2020,1,
0.00,15096,"SYR","NY","BUF","NY",2020,1,
0.00,15096,"SYR","NY","ROA","VA",2020,1,
0.00,15096,"SYR","NY","PHL","PA",2020,1,
0.00,15096,"SYR","NY","BDL","CT",2020,1,
0.00,15096,"SYR","NY","SDF","KY",2020,1,
0.00,15096,"SYR","NY","MHT","NH",2020,1,
0.00,13487,"MSP","MN","STL","MO",2020,1,
0.00,13487,"MSP","MN","RFD","IL",2020,1,
0.00,13487,"MSP","MN","PHL","PA",2020,1,
0.00,13487,"MSP","MN","DFW","TX",2020,1,
0.00,13487,"MSP","MN","SDF","KY",2020,1,
0.00,11884,"GEG","WA","ONT","CA",2020,1,
0.00,11884,"GEG","WA","BFI","WA",2020,1,
0.00,11884,"GEG","WA","SDF","KY",2020,1,
0.00,14570,"RNO","NV","ONT","CA",2020,1,
0.00,14570,"RNO","NV","OAK","CA",2020,1,
0.00,14570,"RNO","NV","MHR","CA",2020,1,
0.00,14570,"RNO","NV","SDF","KY",2020,1,
0.00,14057,"PDX","OR","ONT","CA",2020,1,
0.00,14057,"PDX","OR","BFI","WA",2020,1,
0.00,14057,"PDX","OR","GEG","WA",2020,1,
0.00,14057,"PDX","OR","RFD","IL",2020,1,
0.00,14057,"PDX","OR","DFW","TX",2020,1,
0.00,14057,"PDX","OR","SNA","CA",2020,1,
0.00,14057,"PDX","OR","ANC","AK",2020,1,
0.00,14057,"PDX","OR","SDF","KY",2020,1,
0.00,14057,"PDX","OR","DSM","IA",2020,1,
0.00,11003,"CID","IA","BOI","ID",2020,1,
0.00,11003,"CID","IA","OMA","NE",2020,1,
0.00,11003,"CID","IA","SDF","KY",2020,1,
0.00,11003,"CID","IA","DSM","IA",2020,1,
0.00,12896,"LBB","TX","ELP","TX",2020,1,
0.00,12896,"LBB","TX","PHX","AZ",2020,1,
0.00,14783,"SGF","MO","MFE","TX",2020,1,
0.00,14783,"SGF","MO","ICT","KS",2020,1,
0.00,14783,"SGF","MO","SDF","KY",2020,1,
0.00,11637,"FAR","ND","SDF","KY",2020,1,
0.00,13342,"MKE","WI","SDF","KY",2020,1,
0.00,10140,"ABQ","NM","ELP","TX",2020,1,
0.00,10140,"ABQ","NM","ONT","CA",2020,1,
0.00,10140,"ABQ","NM","DFW","TX",2020,1,
0.00,10140,"ABQ","NM","PHX","AZ",2020,1,
0.00,10140,"ABQ","NM","SDF","KY",2020,1,
0.00,10620,"BIL","MT","BOI","ID",2020,1,
0.00,10620,"BIL","MT","ONT","CA",2020,1,
0.00,10620,"BIL","MT","DEN","CO",2020,1,
0.00,10620,"BIL","MT","SBD","CA",2020,1,
0.00,10620,"BIL","MT","SDF","KY",2020,1,
0.00,11057,"CLT","NC","PHL","PA",2020,1,
0.00,11057,"CLT","NC","SDF","KY",2020,1,
0.00,13931,"ORF","VA","RIC","VA",2020,1,
0.00,14512,"RFD","IL","DTW","MI",2020,1,
0.00,14512,"RFD","IL","STL","MO",2020,1,
0.00,14512,"RFD","IL","IAH","TX",2020,1,
0.00,14512,"RFD","IL","PIA","IL",2020,1,
0.00,14512,"RFD","IL","EWR","NJ",2020,1,
0.00,14512,"RFD","IL","ONT","CA",2020,1,
0.00,14512,"RFD","IL","DEN","CO",2020,1,
0.00,14512,"RFD","IL","SLC","UT",2020,1,
0.00,14512,"RFD","IL","OAK","CA",2020,1,
0.00,14512,"RFD","IL","BFI","WA",2020,1,
0.00,14512,"RFD","IL","BWI","MD",2020,1,
0.00,14512,"RFD","IL","MSP","MN",2020,1,
0.00,14512,"RFD","IL","RNO","NV",2020,1,
0.00,14512,"RFD","IL","PDX","OR",2020,1,
0.00,14512,"RFD","IL","CID","IA",2020,1,
0.00,14512,"RFD","IL","PHL","PA",2020,1,
0.00,14512,"RFD","IL","LAN","MI",2020,1,
0.00,14512,"RFD","IL","DFW","TX",2020,1,
0.00,14512,"RFD","IL","BDL","CT",2020,1,
0.00,14512,"RFD","IL","PHX","AZ",2020,1,
0.00,14512,"RFD","IL","ANC","AK",2020,1,
0.00,14512,"RFD","IL","SBD","CA",2020,1,
0.00,14512,"RFD","IL","MHR","CA",2020,1,
0.00,14512,"RFD","IL","MCI","MO",2020,1,
0.00,14512,"RFD","IL","SDF","KY",2020,1,
0.00,14512,"RFD","IL","JFK","NY",2020,1,
0.00,10599,"BHM","AL","SDF","KY",2020,1,
0.00,10599,"BHM","AL","PNS","FL",2020,1,
0.00,14492,"RDU","NC","ROA","VA",2020,1,
0.00,14492,"RDU","NC","PHL","PA",2020,1,
0.00,14492,"RDU","NC","SDF","KY",2020,1,
0.00,14574,"ROA","VA","GSO","NC",2020,1,
0.00,14574,"ROA","VA","SDF","KY",2020,1,
0.00,13830,"OGG","HI","HNL","HI",2020,1,
0.00,13830,"OGG","HI","LIH","HI",2020,1,
0.00,12173,"HNL","HI","ONT","CA",2020,1,
0.00,12173,"HNL","HI","LIH","HI",2020,1,
0.00,12173,"HNL","HI","ANC","AK",2020,1,
0.00,12173,"HNL","HI","KOA","HI",2020,1,
0.00,12173,"HNL","HI","SBD","CA",2020,1,
0.00,12173,"HNL","HI","SDF","KY",2020,1,
0.00,14100,"PHL","PA","CLE","OH",2020,1,
0.00,14100,"PHL","PA","ALB","NY",2020,1,
0.00,14100,"PHL","PA","BUF","NY",2020,1,
0.00,14100,"PHL","PA","MIA","FL",2020,1,
0.00,14100,"PHL","PA","ORD","IL",2020,1,
0.00,14100,"PHL","PA","EWR","NJ",2020,1,
0.00,14100,"PHL","PA","TPA","FL",2020,1,
0.00,14100,"PHL","PA","SLC","UT",2020,1,
0.00,14100,"PHL","PA","OAK","CA",2020,1,
0.00,14100,"PHL","PA","MDT","PA",2020,1,
0.00,14100,"PHL","PA","JAX","FL",2020,1,
0.00,14100,"PHL","PA","MSP","MN",2020,1,
0.00,14100,"PHL","PA","CLT","NC",2020,1,
0.00,14100,"PHL","PA","RFD","IL",2020,1,
0.00,14100,"PHL","PA","RDU","NC",2020,1,
0.00,14100,"PHL","PA","PIT","PA",2020,1,
0.00,14100,"PHL","PA","BDL","CT",2020,1,
0.00,14100,"PHL","PA","ATL","GA",2020,1,
0.00,14100,"PHL","PA","BOS","MA",2020,1,
0.00,14100,"PHL","PA","SBD","CA",2020,1,
0.00,14100,"PHL","PA","ABY","GA",2020,1,
0.00,14100,"PHL","PA","LCK","OH",2020,1,
0.00,14100,"PHL","PA","CAE","SC",2020,1,
0.00,14100,"PHL","PA","LGB","CA",2020,1,
0.00,14100,"PHL","PA","SDF","KY",2020,1,
0.00,14100,"PHL","PA","MCO","FL",2020,1,
0.00,14100,"PHL","PA","MHT","NH",2020,1,
0.00,14100,"PHL","PA","PBI","FL",2020,1,
0.00,14100,"PHL","PA","RIC","VA",2020,1,
0.00,14307,"PVD","RI","BDL","CT",2020,1,
0.00,14307,"PVD","RI","SDF","KY",2020,1,
0.00,13495,"MSY","LA","MEM","TN",2020,1,
0.00,13495,"MSY","LA","BHM","AL",2020,1,
0.00,13495,"MSY","LA","SDF","KY",2020,1,
0.00,13495,"MSY","LA","PNS","FL",2020,1,
0.00,14122,"PIT","PA","PHL","PA",2020,1,
0.00,14122,"PIT","PA","SDF","KY",2020,1,
0.00,12264,"IAD","VA","SDF","KY",2020,1,
0.00,12884,"LAN","MI","DTW","MI",2020,1,
0.00,12884,"LAN","MI","SDF","KY",2020,1,
0.00,11298,"DFW","TX","MIA","FL",2020,1,
0.00,11298,"DFW","TX","ORD","IL",2020,1,
0.00,11298,"DFW","TX","SAT","TX",2020,1,
0.00,11298,"DFW","TX","IAH","TX",2020,1,
0.00,11298,"DFW","TX","EWR","NJ",2020,1,
0.00,11298,"DFW","TX","ELP","TX",2020,1,
0.00,11298,"DFW","TX","ONT","CA",2020,1,
0.00,11298,"DFW","TX","LRD","TX",2020,1,
0.00,11298,"DFW","TX","TPA","FL",2020,1,
0.00,11298,"DFW","TX","DEN","CO",2020,1,
0.00,11298,"DFW","TX","JAX","FL",2020,1,
0.00,11298,"DFW","TX","MSP","MN",2020,1,
0.00,11298,"DFW","TX","PDX","OR",2020,1,
0.00,11298,"DFW","TX","LBB","TX",2020,1,
0.00,11298,"DFW","TX","ABQ","NM",2020,1,
0.00,11298,"DFW","TX","RFD","IL",2020,1,
0.00,11298,"DFW","TX","PHL","PA",2020,1,
0.00,11298,"DFW","TX","ATL","GA",2020,1,
0.00,11298,"DFW","TX","SJC","CA",2020,1,
0.00,11298,"DFW","TX","PHX","AZ",2020,1,
0.00,11298,"DFW","TX","AUS","TX",2020,1,
0.00,11298,"DFW","TX","SDF","KY",2020,1,
0.00,11298,"DFW","TX","MCO","FL",2020,1,
0.00,11298,"DFW","TX","LIT","AR",2020,1,
0.00,10529,"BDL","CT","ALB","NY",2020,1,
0.00,10529,"BDL","CT","BUF","NY",2020,1,
0.00,10529,"BDL","CT","EWR","NJ",2020,1,
0.00,10529,"BDL","CT","RFD","IL",2020,1,
0.00,10529,"BDL","CT","PHL","PA",2020,1,
0.00,10529,"BDL","CT","PVD","RI",2020,1,
0.00,10529,"BDL","CT","BOS","MA",2020,1,
0.00,10529,"BDL","CT","SDF","KY",2020,1,
0.00,10529,"BDL","CT","JFK","NY",2020,1,
0.00,10529,"BDL","CT","MHT","NH",2020,1,
0.00,15370,"TUL","OK","SDF","KY",2020,1,
0.00,15370,"TUL","OK","OKC","OK",2020,1,
0.00,10397,"ATL","GA","PHL","PA",2020,1,
0.00,10397,"ATL","GA","DFW","TX",2020,1,
0.00,10397,"ATL","GA","SDF","KY",2020,1,
0.00,12892,"LAX","CA","ONT","CA",2020,1,
0.00,12892,"LAX","CA","DFW","TX",2020,1,
0.00,12892,"LAX","CA","SDF","KY",2020,1,
0.00,11697,"FLL","FL","SDF","KY",2020,1,
0.00,10721,"BOS","MA","PHL","PA",2020,1,
0.00,10721,"BOS","MA","DFW","TX",2020,1,
0.00,10721,"BOS","MA","SDF","KY",2020,1,
0.00,14831,"SJC","CA","SDF","KY",2020,1,
0.00,14107,"PHX","AZ","ONT","CA",2020,1,
0.00,14107,"PHX","AZ","ABQ","NM",2020,1,
0.00,14107,"PHX","AZ","RFD","IL",2020,1,
0.00,14107,"PHX","AZ","PHL","PA",2020,1,
0.00,14107,"PHX","AZ","DFW","TX",2020,1,
0.00,14107,"PHX","AZ","SDF","KY",2020,1,
0.00,14843,"SJU","PR","JAX","FL",2020,1,
0.00,14843,"SJU","PR","PHL","PA",2020,1,
0.00,14843,"SJU","PR","FLL","FL",2020,1,
0.00,14843,"SJU","PR","SDF","KY",2020,1,
0.00,14843,"SJU","PR","PBI","FL",2020,1,
0.00,10800,"BUR","CA","ONT","CA",2020,1,
0.00,10800,"BUR","CA","RFD","IL",2020,1,
0.00,10800,"BUR","CA","SDF","KY",2020,1,
0.00,12982,"LIH","HI","HNL","HI",2020,1,
0.00,10423,"AUS","TX","DFW","TX",2020,1,
0.00,10423,"AUS","TX","PHX","AZ",2020,1,
0.00,10423,"AUS","TX","SDF","KY",2020,1,
0.00,10299,"ANC","AK","ONT","CA",2020,1,
0.00,10299,"ANC","AK","SDF","KY",2020,1,
0.00,14908,"SNA","CA","SDF","KY",2020,1,
0.00,12758,"KOA","HI","ONT","CA",2020,1,
0.00,12758,"KOA","HI","PHX","AZ",2020,1,
0.00,12758,"KOA","HI","SBD","CA",2020,1,
0.00,10146,"ABY","GA","MIA","FL",2020,1,
0.00,10146,"ABY","GA","MSY","LA",2020,1,
0.00,10146,"ABY","GA","SDF","KY",2020,1,
0.00,10146,"ABY","GA","PNS","FL",2020,1,
0.00,12917,"LCK","OH","CLE","OH",2020,1,
0.00,12917,"LCK","OH","MSP","MN",2020,1,
0.00,12917,"LCK","OH","RFD","IL",2020,1,
0.00,12917,"LCK","OH","SDF","KY",2020,1,
0.00,13295,"MHR","CA","ONT","CA",2020,1,
0.00,13295,"MHR","CA","RNO","NV",2020,1,
0.00,13295,"MHR","CA","RFD","IL",2020,1,
0.00,13295,"MHR","CA","PHX","AZ",2020,1,
0.00,13295,"MHR","CA","SDF","KY",2020,1,
0.00,13198,"MCI","MO","RFD","IL",2020,1,
0.00,13198,"MCI","MO","SDF","KY",2020,1,
0.00,14691,"SBD","CA","ONT","CA",2020,1,
0.00,14691,"SBD","CA","RFD","IL",2020,1,
0.00,14691,"SBD","CA","DFW","TX",2020,1,
0.00,14691,"SBD","CA","SDF","KY",2020,1,
0.00,15070,"SWF","NY","SDF","KY",2020,1,
0.00,12278,"ICT","KS","SGF","MO",2020,1,
0.00,12278,"ICT","KS","SDF","KY",2020,1,
0.00,14814,"SHV","LA","MEM","TN",2020,1,
0.00,14814,"SHV","LA","SDF","KY",2020,1,
0.00,14814,"SHV","LA","LIT","AR",2020,1,
0.00,11823,"FWA","IN","SBN","IN",2020,1,
0.00,11823,"FWA","IN","SDF","KY",2020,1,
0.00,10868,"CAE","SC","ONT","CA",2020,1,
0.00,10868,"CAE","SC","RNO","NV",2020,1,
0.00,10868,"CAE","SC","PHL","PA",2020,1,
0.00,10868,"CAE","SC","DFW","TX",2020,1,
0.00,10868,"CAE","SC","MHR","CA",2020,1,
0.00,10868,"CAE","SC","SDF","KY",2020,1,
0.00,14696,"SBN","IN","FWA","IN",2020,1,
0.00,14696,"SBN","IN","SDF","KY",2020,1,
0.00,12954,"LGB","CA","SDF","KY",2020,1,
0.00,14730,"SDF","KY","CLE","OH",2020,1,
0.00,14730,"SDF","KY","DTW","MI",2020,1,
0.00,14730,"SDF","KY","ALB","NY",2020,1,
0.00,14730,"SDF","KY","BUF","NY",2020,1,
0.00,14730,"SDF","KY","MIA","FL",2020,1,
0.00,14730,"SDF","KY","ORD","IL",2020,1,
0.00,14730,"SDF","KY","STL","MO",2020,1,
0.00,14730,"SDF","KY","FWA","IN",2020,1,
0.00,14730,"SDF","KY","BOI","ID",2020,1,
0.00,14730,"SDF","KY","SAT","TX",2020,1,
0.00,14730,"SDF","KY","JAN","MS",2020,1,
0.00,14730,"SDF","KY","MFE","TX",2020,1,
0.00,14730,"SDF","KY","IAH","TX",2020,1,
0.00,14730,"SDF","KY","PIA","IL",2020,1,
0.00,14730,"SDF","KY","EWR","NJ",2020,1,
0.00,14730,"SDF","KY","FAT","CA",2020,1,
0.00,14730,"SDF","KY","ELP","TX",2020,1,
0.00,14730,"SDF","KY","ONT","CA",2020,1,
0.00,14730,"SDF","KY","GSO","NC",2020,1,
0.00,14730,"SDF","KY","TYS","TN",2020,1,
0.00,14730,"SDF","KY","OMA","NE",2020,1,
0.00,14730,"SDF","KY","LRD","TX",2020,1,
0.00,14730,"SDF","KY","TPA","FL",2020,1,
0.00,14730,"SDF","KY","DEN","CO",2020,1,
0.00,14730,"SDF","KY","SLC","UT",2020,1,
0.00,14730,"SDF","KY","LAS","NV",2020,1,
0.00,14730,"SDF","KY","OAK","CA",2020,1,
0.00,14730,"SDF","KY","SAN","CA",2020,1,
0.00,14730,"SDF","KY","MDT","PA",2020,1,
0.00,14730,"SDF","KY","BFI","WA",2020,1,
0.00,14730,"SDF","KY","JAX","FL",2020,1,
0.00,14730,"SDF","KY","BWI","MD",2020,1,
0.00,14730,"SDF","KY","GSP","SC",2020,1,
0.00,14730,"SDF","KY","SYR","NY",2020,1,
0.00,14730,"SDF","KY","MSP","MN",2020,1,
0.00,14730,"SDF","KY","GEG","WA",2020,1,
0.00,14730,"SDF","KY","PDX","OR",2020,1,
0.00,14730,"SDF","KY","CID","IA",2020,1,
0.00,14730,"SDF","KY","SGF","MO",2020,1,
0.00,14730,"SDF","KY","LBB","TX",2020,1,
0.00,14730,"SDF","KY","FAR","ND",2020,1,
0.00,14730,"SDF","KY","MKE","WI",2020,1,
0.00,14730,"SDF","KY","ABQ","NM",2020,1,
0.00,14730,"SDF","KY","SBN","IN",2020,1,
0.00,14730,"SDF","KY","BIL","MT",2020,1,
0.00,14730,"SDF","KY","CLT","NC",2020,1,
0.00,14730,"SDF","KY","MEM","TN",2020,1,
0.00,14730,"SDF","KY","RFD","IL",2020,1,
0.00,14730,"SDF","KY","BHM","AL",2020,1,
0.00,14730,"SDF","KY","HNL","HI",2020,1,
0.00,14730,"SDF","KY","RDU","NC",2020,1,
0.00,14730,"SDF","KY","PHL","PA",2020,1,
0.00,14730,"SDF","KY","PVD","RI",2020,1,
0.00,14730,"SDF","KY","MSY","LA",2020,1,
0.00,14730,"SDF","KY","PIT","PA",2020,1,
0.00,14730,"SDF","KY","IAD","VA",2020,1,
0.00,14730,"SDF","KY","LAN","MI",2020,1,
0.00,14730,"SDF","KY","DFW","TX",2020,1,
0.00,14730,"SDF","KY","BDL","CT",2020,1,
0.00,14730,"SDF","KY","TUL","OK",2020,1,
0.00,14730,"SDF","KY","ATL","GA",2020,1,
0.00,14730,"SDF","KY","LAX","CA",2020,1,
0.00,14730,"SDF","KY","SJC","CA",2020,1,
0.00,14730,"SDF","KY","FLL","FL",2020,1,
0.00,14730,"SDF","KY","BOS","MA",2020,1,
0.00,14730,"SDF","KY","PHX","AZ",2020,1,
0.00,14730,"SDF","KY","SJU","PR",2020,1,
0.00,14730,"SDF","KY","BUR","CA",2020,1,
0.00,14730,"SDF","KY","AUS","TX",2020,1,
0.00,14730,"SDF","KY","SNA","CA",2020,1,
0.00,14730,"SDF","KY","ANC","AK",2020,1,
0.00,14730,"SDF","KY","SBD","CA",2020,1,
0.00,14730,"SDF","KY","ABY","GA",2020,1,
0.00,14730,"SDF","KY","LCK","OH",2020,1,
0.00,14730,"SDF","KY","MHR","CA",2020,1,
0.00,14730,"SDF","KY","SWF","NY",2020,1,
0.00,14730,"SDF","KY","MCI","MO",2020,1,
0.00,14730,"SDF","KY","ICT","KS",2020,1,
0.00,14730,"SDF","KY","CAE","SC",2020,1,
0.00,14730,"SDF","KY","SHV","LA",2020,1,
0.00,14730,"SDF","KY","LGB","CA",2020,1,
0.00,14730,"SDF","KY","HSV","AL",2020,1,
